date,nominal,value,vunitRate
1992-07-01,1,125.2600,125.26
1992-07-03,1,134.8000,134.8
1992-07-08,1,130.5000,130.5
1992-07-10,1,130.3000,130.3
1992-07-15,1,130.2000,130.2
1992-07-17,1,135.4000,135.4
1992-07-22,1,151.1000,151.1
1992-07-24,1,155.7000,155.7
1992-07-29,1,161.1000,161.1
1992-07-31,1,161.2000,161.2
1992-08-05,1,161.4000,161.4
1992-08-07,1,161.5000,161.5
1992-08-12,1,161.7000,161.7
1992-08-14,1,162.5000,162.5
1992-08-19,1,162.5000,162.5
1992-08-21,1,162.6000,162.6
1992-08-26,1,168.1000,168.1
1992-08-28,1,205.0000,205
1992-09-02,1,210.5000,210.5
1992-09-04,1,210.5000,210.5
1992-09-09,1,207.9000,207.9
1992-09-11,1,203.0000,203
1992-09-16,1,204.0000,204
1992-09-18,1,205.5000,205.5
1992-09-23,1,241.0000,241
1992-09-25,1,248.0000,248
1992-09-30,1,254.0000,254
1992-10-02,1,309.0000,309
1992-10-07,1,342.0000,342
1992-10-09,1,334.0000,334
1992-10-14,1,334.0000,334
1992-10-16,1,338.0000,338
1992-10-21,1,368.0000,368
1992-10-23,1,368.0000,368
1992-10-28,1,393.0000,393
1992-10-30,1,398.0000,398
1992-11-04,1,396.0000,396
1992-11-06,1,399.0000,399
1992-11-11,1,403.0000,403
1992-11-13,1,419.0000,419
1992-11-18,1,448.0000,448
1992-11-20,1,448.0000,448
1992-11-25,1,450.0000,450
1992-11-27,1,447.0000,447
1992-12-02,1,417.0000,417
1992-12-04,1,398.0000,398
1992-12-09,1,419.0000,419
1992-12-11,1,419.0000,419
1992-12-16,1,418.0000,418
1992-12-18,1,416.0000,416
1992-12-23,1,415.0000,415
1992-12-25,1,414.5000,414.5
1992-12-30,1,414.5000,414.5
1993-01-06,1,417.0000,417
1993-01-13,1,423.0000,423
1993-01-15,1,442.0000,442
1993-01-20,1,474.5000,474.5
1993-01-22,1,493.0000,493
1993-01-27,1,568.0000,568
1993-01-29,1,572.0000,572
1993-02-03,1,572.0000,572
1993-02-05,1,572.0000,572
1993-02-10,1,561.0000,561
1993-02-12,1,560.0000,560
1993-02-17,1,559.0000,559
1993-02-19,1,559.0000,559
1993-02-24,1,576.0000,576
1993-02-26,1,593.0000,593
1993-03-03,1,649.0000,649
1993-03-05,1,648.0000,648
1993-03-10,1,650.0000,650
1993-03-12,1,653.0000,653
1993-03-17,1,662.0000,662
1993-03-19,1,667.0000,667
1993-03-24,1,684.0000,684
1993-03-26,1,684.0000,684
1993-03-31,1,684.0000,684
1993-04-02,1,692.0000,692
1993-04-07,1,712.0000,712
1993-04-09,1,740.0000,740
1993-04-14,1,766.0000,766
1993-04-16,1,779.0000,779
1993-04-21,1,786.0000,786
1993-04-23,1,795.0000,795
1993-04-28,1,812.0000,812
1993-04-30,1,823.0000,823
1993-05-07,1,829.0000,829
1993-05-12,1,859.0000,859
1993-05-14,1,886.0000,886
1993-05-19,1,934.0000,934
1993-05-21,1,940.0000,940
1993-05-26,1,960.0000,960
1993-05-28,1,994.0000,994
1993-06-02,1,1050.0000,1050
1993-06-04,1,1072.0000,1072
1993-06-09,1,1104.0000,1104
1993-06-16,1,1116.0000,1116
1993-06-18,1,1090.0000,1090
1993-06-23,1,1079.0000,1079
1993-06-25,1,1066.0000,1066
1993-06-30,1,1060.0000,1060
1993-07-02,1,1059.0000,1059
1993-07-07,1,1058.0000,1058
1993-07-09,1,1050.0000,1050
1993-07-14,1,1036.0000,1036
1993-07-16,1,1025.0000,1025
1993-07-21,1,1010.0000,1010
1993-07-23,1,1008.0000,1008
1993-07-28,1,994.0000,994
1993-07-30,1,989.5000,989.5
1993-08-04,1,987.0000,987
1993-08-06,1,986.0000,986
1993-08-11,1,984.5000,984.5
1993-08-13,1,984.5000,984.5
1993-08-18,1,984.5000,984.5
1993-08-20,1,987.0000,987
1993-08-25,1,986.0000,986
1993-08-27,1,985.0000,985
1993-09-01,1,992.5000,992.5
1993-09-03,1,990.0000,990
1993-09-08,1,995.0000,995
1993-09-10,1,998.0000,998
1993-09-15,1,1006.0000,1006
1993-09-17,1,1010.0000,1010
1993-09-22,1,1036.0000,1036
1993-09-24,1,1299.0000,1299
1993-09-29,1,1201.0000,1201
1993-10-01,1,1169.0000,1169
1993-10-06,1,1173.0000,1173
1993-10-08,1,1189.0000,1189
1993-10-13,1,1194.0000,1194
1993-10-20,1,1193.0000,1193
1993-10-22,1,1193.0000,1193
1993-10-27,1,1189.0000,1189
1993-10-29,1,1186.0000,1186
1993-11-03,1,1179.0000,1179
1993-11-05,1,1177.0000,1177
1993-11-10,1,1175.0000,1175
1993-11-12,1,1176.0000,1176
1993-11-17,1,1194.0000,1194
1993-11-19,1,1203.0000,1203
1993-11-24,1,1208.0000,1208
1993-11-26,1,1214.0000,1214
1993-12-01,1,1231.0000,1231
1993-12-03,1,1230.0000,1230
1993-12-08,1,1229.0000,1229
1993-12-10,1,1229.0000,1229
1993-12-15,1,1237.0000,1237
1993-12-17,1,1247.0000,1247
1993-12-22,1,1250.0000,1250
1993-12-24,1,1250.0000,1250
1993-12-29,1,1247.0000,1247
1994-01-07,1,1259.0000,1259
1994-01-12,1,1293.0000,1293
1994-01-14,1,1356.0000,1356
1994-01-19,1,1504.0000,1504
1994-01-21,1,1553.0000,1553
1994-01-26,1,1544.0000,1544
1994-01-28,1,1542.0000,1542
1994-02-02,1,1560.0000,1560
1994-02-04,1,1560.0000,1560
1994-02-09,1,1569.0000,1569
1994-02-11,1,1568.0000,1568
1994-02-16,1,1567.0000,1567
1994-02-18,1,1567.0000,1567
1994-02-23,1,1585.0000,1585
1994-02-25,1,1657.0000,1657
1994-03-02,1,1668.0000,1668
1994-03-04,1,1693.0000,1693
1994-03-11,1,1706.0000,1706
1994-03-16,1,1716.0000,1716
1994-03-18,1,1724.0000,1724
1994-03-23,1,1736.0000,1736
1994-03-25,1,1742.0000,1742
1994-03-30,1,1753.0000,1753
1994-04-01,1,1753.0000,1753
1994-04-06,1,1772.0000,1772
1994-04-08,1,1772.0000,1772
1994-04-13,1,1785.0000,1785
1994-04-15,1,1787.0000,1787
1994-04-20,1,1792.0000,1792
1994-04-22,1,1810.0000,1810
1994-04-27,1,1820.0000,1820
1994-04-29,1,1820.0000,1820
1994-05-06,1,1854.0000,1854
1994-05-11,1,1859.0000,1859
1994-05-13,1,1869.0000,1869
1994-05-18,1,1877.0000,1877
1994-05-20,1,1881.0000,1881
1994-05-25,1,1895.0000,1895
1994-05-27,1,1901.0000,1901
1994-06-01,1,1916.0000,1916
1994-06-03,1,1918.0000,1918
1994-06-08,1,1940.0000,1940
1994-06-10,1,1952.0000,1952
1994-06-15,1,1952.0000,1952
1994-06-17,1,1959.0000,1959
1994-06-22,1,1971.0000,1971
1994-06-24,1,1977.0000,1977
1994-06-29,1,1985.0000,1985
1994-07-01,1,1989.0000,1989
1994-07-06,1,1998.0000,1998
1994-07-08,1,2011.0000,2011
1994-07-13,1,2020.0000,2020
1994-07-15,1,2022.0000,2022
1994-07-20,1,2028.0000,2028
1994-07-22,1,2034.0000,2034
1994-07-27,1,2052.0000,2052
1994-07-29,1,2052.0000,2052
1994-08-03,1,2060.0000,2060
1994-08-05,1,2081.0000,2081
1994-08-10,1,2087.0000,2087
1994-08-12,1,2108.0000,2108
1994-08-17,1,2117.0000,2117
1994-08-19,1,2141.0000,2141
1994-08-24,1,2161.0000,2161
1994-08-26,1,2156.0000,2156
1994-08-31,1,2153.0000,2153
1994-09-02,1,2204.0000,2204
1994-09-07,1,2222.0000,2222
1994-09-09,1,2253.0000,2253
1994-09-14,1,2271.0000,2271
1994-09-16,1,2301.0000,2301
1994-09-21,1,2335.0000,2335
1994-09-23,1,2460.0000,2460
1994-09-28,1,2476.0000,2476
1994-09-30,1,2596.0000,2596
1994-10-05,1,2668.0000,2668
1994-10-07,1,2833.0000,2833
1994-10-12,1,3926.0000,3926
1994-10-14,1,2994.0000,2994
1994-10-19,1,2996.0000,2996
1994-10-21,1,3015.0000,3015
1994-10-26,1,3036.0000,3036
1994-10-28,1,3055.0000,3055
1994-11-02,1,3085.0000,3085
1994-11-04,1,3099.0000,3099
1994-11-09,1,3102.0000,3102
1994-11-11,1,3102.0000,3102
1994-11-16,1,3131.0000,3131
1994-11-18,1,3157.0000,3157
1994-11-23,1,3187.0000,3187
1994-11-25,1,3201.0000,3201
1994-11-30,1,3232.0000,3232
1994-12-02,1,3249.0000,3249
1994-12-07,1,3275.0000,3275
1994-12-09,1,3306.0000,3306
1994-12-14,1,3338.0000,3338
1994-12-16,1,3383.0000,3383
1994-12-21,1,3427.0000,3427
1994-12-23,1,3454.0000,3454
1994-12-28,1,3512.0000,3512
1994-12-30,1,3550.0000,3550
1995-01-06,1,3623.0000,3623
1995-01-11,1,3705.0000,3705
1995-01-13,1,3757.0000,3757
1995-01-18,1,3861.0000,3861
1995-01-20,1,3916.0000,3916
1995-01-25,1,3988.0000,3988
1995-01-27,1,4004.0000,4004
1995-02-01,1,4048.0000,4048
1995-02-03,1,4079.0000,4079
1995-02-08,1,4133.0000,4133
1995-02-10,1,4170.0000,4170
1995-02-15,1,4231.0000,4231
1995-02-17,1,4293.0000,4293
1995-02-22,1,4357.0000,4357
1995-02-24,1,4407.0000,4407
1995-03-01,1,4473.0000,4473
1995-03-03,1,4531.0000,4531
1995-03-08,1,4603.0000,4603
1995-03-10,1,4639.0000,4639
1995-03-15,1,4723.0000,4723
1995-03-17,1,4767.0000,4767
1995-03-22,1,4824.0000,4824
1995-03-24,1,4856.0000,4856
1995-03-29,1,4897.0000,4897
1995-03-31,1,4897.0000,4897
1995-04-05,1,4920.0000,4920
1995-04-07,1,4957.0000,4957
1995-04-12,1,4991.0000,4991
1995-04-14,1,5029.0000,5029
1995-04-19,1,5064.0000,5064
1995-04-21,1,5051.0000,5051
1995-04-26,1,5081.0000,5081
1995-04-28,1,5100.0000,5100
1995-05-05,1,5130.0000,5130
1995-05-12,1,5106.0000,5106
1995-05-17,1,5026.0000,5026
1995-05-19,1,5043.0000,5043
1995-05-24,1,5039.0000,5039
1995-05-26,1,5038.0000,5038
1995-05-31,1,4995.0000,4995
1995-06-02,1,4958.0000,4958
1995-06-07,1,4900.0000,4900
1995-06-09,1,4911.0000,4911
1995-06-14,1,4836.0000,4836
1995-06-16,1,4726.0000,4726
1995-06-21,1,4546.0000,4546
1995-06-23,1,4590.0000,4590
1995-06-28,1,4516.0000,4516
1995-06-30,1,4538.0000,4538
1995-07-05,1,4553.0000,4553
1995-07-07,1,4576.0000,4576
1995-07-12,1,4530.0000,4530
1995-07-14,1,4565.0000,4565
1995-07-19,1,4546.0000,4546
1995-07-21,1,4530.0000,4530
1995-07-26,1,4465.0000,4465
1995-07-28,1,4415.0000,4415
1995-08-02,1,4405.0000,4405
1995-08-04,1,4415.0000,4415
1995-08-09,1,4405.0000,4405
1995-08-11,1,4405.0000,4405
1995-08-16,1,4406.0000,4406
1995-08-18,1,4408.0000,4408
1995-08-23,1,4428.0000,4428
1995-08-25,1,4428.0000,4428
1995-08-30,1,4435.0000,4435
1995-09-01,1,4447.0000,4447
1995-09-06,1,4448.0000,4448
1995-09-08,1,4479.0000,4479
1995-09-13,1,4469.0000,4469
1995-09-15,1,4467.0000,4467
1995-09-20,1,4468.0000,4468
1995-09-22,1,4467.0000,4467
1995-09-27,1,4491.0000,4491
1995-09-29,1,4508.0000,4508
1995-10-04,1,4490.0000,4490
1995-10-06,1,4493.0000,4493
1995-10-11,1,4498.0000,4498
1995-10-13,1,4509.0000,4509
1995-10-18,1,4506.0000,4506
1995-10-20,1,4506.0000,4506
1995-10-25,1,4504.0000,4504
1995-10-27,1,4504.0000,4504
1995-11-01,1,4504.0000,4504
1995-11-03,1,4514.0000,4514
1995-11-10,1,4522.0000,4522
1995-11-15,1,4532.0000,4532
1995-11-17,1,4537.0000,4537
1995-11-22,1,4559.0000,4559
1995-11-24,1,4566.0000,4566
1995-11-29,1,4578.0000,4578
1995-12-01,1,4580.0000,4580
1995-12-06,1,4583.0000,4583
1995-12-08,1,4597.0000,4597
1995-12-15,1,4628.0000,4628
1995-12-20,1,4639.0000,4639
1995-12-22,1,4643.0000,4643
1995-12-27,1,4648.0000,4648
1995-12-29,1,4640.0000,4640
1996-01-05,1,4661.0000,4661
1996-01-10,1,4668.0000,4668
1996-01-12,1,4670.0000,4670
1996-01-17,1,4677.0000,4677
1996-01-19,1,4683.0000,4683
1996-01-24,1,4700.0000,4700
1996-01-26,1,4718.0000,4718
1996-01-31,1,4732.0000,4732
1996-02-02,1,4736.0000,4736
1996-02-07,1,4738.0000,4738
1996-02-09,1,4738.0000,4738
1996-02-14,1,4751.0000,4751
1996-02-16,1,4760.0000,4760
1996-02-21,1,4770.0000,4770
1996-02-23,1,4783.0000,4783
1996-02-28,1,4815.0000,4815
1996-03-01,1,4818.0000,4818
1996-03-06,1,4823.0000,4823
1996-03-08,1,4825.0000,4825
1996-03-13,1,4828.0000,4828
1996-03-15,1,4834.0000,4834
1996-03-20,1,4838.0000,4838
1996-03-22,1,4844.0000,4844
1996-03-27,1,4850.0000,4850
1996-03-29,1,4854.0000,4854
1996-04-03,1,4863.0000,4863
1996-04-05,1,4873.0000,4873
1996-04-10,1,4894.0000,4894
1996-04-12,1,4901.0000,4901
1996-04-17,1,4909.0000,4909
1996-04-19,1,4915.0000,4915
1996-04-24,1,4925.0000,4925
1996-04-26,1,4932.0000,4932
1996-05-01,1,4940.0000,4940
1996-05-08,1,4960.0000,4960
1996-05-15,1,4971.0000,4971
1996-05-17,1,4970.0000,4970
1996-05-18,1,4982.0000,4982
1996-05-21,1,4988.0000,4988
1996-05-22,1,4991.0000,4991
1996-05-23,1,4994.0000,4994
1996-05-24,1,4998.0000,4998
1996-05-25,1,5001.0000,5001
1996-05-28,1,5006.0000,5006
1996-05-29,1,5008.0000,5008
1996-05-30,1,5011.0000,5011
1996-05-31,1,5014.0000,5014
1996-06-01,1,5018.0000,5018
1996-06-04,1,5024.0000,5024
1996-06-05,1,5027.0000,5027
1996-06-06,1,5031.0000,5031
1996-06-07,1,5037.0000,5037
1996-06-08,1,5046.0000,5046
1996-06-11,1,5051.0000,5051
1996-06-12,1,5051.0000,5051
1996-06-14,1,5053.0000,5053
1996-06-15,1,5053.0000,5053
1996-06-18,1,5057.0000,5057
1996-06-19,1,5059.0000,5059
1996-06-20,1,5058.0000,5058
1996-06-21,1,5061.0000,5061
1996-06-22,1,5063.0000,5063
1996-06-25,1,5068.0000,5068
1996-06-26,1,5072.0000,5072
1996-06-27,1,5083.0000,5083
1996-06-28,1,5097.0000,5097
1996-06-29,1,5108.0000,5108
1996-07-02,1,5119.0000,5119
1996-07-03,1,5124.0000,5124
1996-07-05,1,5125.0000,5125
1996-07-06,1,5125.0000,5125
1996-07-09,1,5129.0000,5129
1996-07-10,1,5131.0000,5131
1996-07-11,1,5133.0000,5133
1996-07-12,1,5131.0000,5131
1996-07-13,1,5131.0000,5131
1996-07-16,1,5135.0000,5135
1996-07-17,1,5136.0000,5136
1996-07-18,1,5140.0000,5140
1996-07-19,1,5150.0000,5150
1996-07-20,1,5156.0000,5156
1996-07-23,1,5165.0000,5165
1996-07-24,1,5169.0000,5169
1996-07-25,1,5175.0000,5175
1996-07-26,1,5180.0000,5180
1996-07-27,1,5182.0000,5182
1996-07-30,1,5188.0000,5188
1996-07-31,1,5191.0000,5191
1996-08-01,1,5197.0000,5197
1996-08-02,1,5209.0000,5209
1996-08-03,1,5224.0000,5224
1996-08-06,1,5230.0000,5230
1996-08-07,1,5235.0000,5235
1996-08-08,1,5247.0000,5247
1996-08-09,1,5254.0000,5254
1996-08-10,1,5261.0000,5261
1996-08-13,1,5271.0000,5271
1996-08-14,1,5276.0000,5276
1996-08-15,1,5280.0000,5280
1996-08-16,1,5285.0000,5285
1996-08-17,1,5290.0000,5290
1996-08-20,1,5302.0000,5302
1996-08-21,1,5305.0000,5305
1996-08-22,1,5305.0000,5305
1996-08-23,1,5311.0000,5311
1996-08-24,1,5318.0000,5318
1996-08-27,1,5327.0000,5327
1996-08-28,1,5332.0000,5332
1996-08-29,1,5348.0000,5348
1996-08-30,1,5348.0000,5348
1996-08-31,1,5345.0000,5345
1996-09-03,1,5345.0000,5345
1996-09-04,1,5348.0000,5348
1996-09-05,1,5351.0000,5351
1996-09-06,1,5353.0000,5353
1996-09-07,1,5356.0000,5356
1996-09-10,1,5359.0000,5359
1996-09-11,1,5361.0000,5361
1996-09-12,1,5364.0000,5364
1996-09-13,1,5367.0000,5367
1996-09-14,1,5370.0000,5370
1996-09-17,1,5373.0000,5373
1996-09-18,1,5376.0000,5376
1996-09-19,1,5379.0000,5379
1996-09-20,1,5382.0000,5382
1996-09-21,1,5384.0000,5384
1996-09-24,1,5389.0000,5389
1996-09-25,1,5391.0000,5391
1996-09-26,1,5392.0000,5392
1996-09-27,1,5394.0000,5394
1996-09-28,1,5396.0000,5396
1996-10-01,1,5402.0000,5402
1996-10-02,1,5412.0000,5412
1996-10-03,1,5415.0000,5415
1996-10-04,1,5417.0000,5417
1996-10-05,1,5419.0000,5419
1996-10-08,1,5421.0000,5421
1996-10-09,1,5424.0000,5424
1996-10-10,1,5425.0000,5425
1996-10-11,1,5426.0000,5426
1996-10-12,1,5429.0000,5429
1996-10-15,1,5431.0000,5431
1996-10-16,1,5434.0000,5434
1996-10-17,1,5434.0000,5434
1996-10-18,1,5434.0000,5434
1996-10-19,1,5435.0000,5435
1996-10-22,1,5438.0000,5438
1996-10-23,1,5440.0000,5440
1996-10-24,1,5442.0000,5442
1996-10-25,1,5444.0000,5444
1996-10-26,1,5445.0000,5445
1996-10-29,1,5447.0000,5447
1996-10-30,1,5453.0000,5453
1996-10-31,1,5455.0000,5455
1996-11-01,1,5456.0000,5456
1996-11-02,1,5458.0000,5458
1996-11-05,1,5460.0000,5460
1996-11-06,1,5461.0000,5461
1996-11-07,1,5470.0000,5470
1996-11-11,1,5474.0000,5474
1996-11-12,1,5475.0000,5475
1996-11-13,1,5476.0000,5476
1996-11-14,1,5478.0000,5478
1996-11-15,1,5481.0000,5481
1996-11-16,1,5484.0000,5484
1996-11-19,1,5486.0000,5486
1996-11-20,1,5487.0000,5487
1996-11-21,1,5491.0000,5491
1996-11-22,1,5492.0000,5492
1996-11-23,1,5494.0000,5494
1996-11-26,1,5497.0000,5497
1996-11-27,1,5500.0000,5500
1996-11-28,1,5503.0000,5503
1996-11-29,1,5508.0000,5508
1996-11-30,1,5511.0000,5511
1996-12-03,1,5513.0000,5513
1996-12-04,1,5515.0000,5515
1996-12-05,1,5517.0000,5517
1996-12-06,1,5519.0000,5519
1996-12-07,1,5521.0000,5521
1996-12-10,1,5523.0000,5523
1996-12-11,1,5525.0000,5525
1996-12-12,1,5530.0000,5530
1996-12-15,1,5532.0000,5532
1996-12-16,1,5535.0000,5535
1996-12-17,1,5537.0000,5537
1996-12-18,1,5540.0000,5540
1996-12-19,1,5543.0000,5543
1996-12-20,1,5546.0000,5546
1996-12-21,1,5550.0000,5550
1996-12-24,1,5550.0000,5550
1996-12-25,1,5553.0000,5553
1996-12-26,1,5555.0000,5555
1996-12-27,1,5555.0000,5555
1996-12-28,1,5555.0000,5555
1996-12-31,1,5560.0000,5560
1997-01-01,1,5560.0000,5560
1997-01-06,1,5570.0000,5570
1997-01-07,1,5573.0000,5573
1997-01-09,1,5580.0000,5580
1997-01-10,1,5585.0000,5585
1997-01-11,1,5590.0000,5590
1997-01-14,1,5593.0000,5593
1997-01-15,1,5596.0000,5596
1997-01-16,1,5599.0000,5599
1997-01-17,1,5602.0000,5602
1997-01-18,1,5605.0000,5605
1997-01-21,1,5607.0000,5607
1997-01-22,1,5610.0000,5610
1997-01-23,1,5613.0000,5613
1997-01-24,1,5615.0000,5615
1997-01-25,1,5618.0000,5618
1997-01-28,1,5621.0000,5621
1997-01-29,1,5624.0000,5624
1997-01-30,1,5627.0000,5627
1997-01-31,1,5629.0000,5629
1997-02-01,1,5632.0000,5632
1997-02-04,1,5634.0000,5634
1997-02-05,1,5637.0000,5637
1997-02-06,1,5640.0000,5640
1997-02-07,1,5640.0000,5640
1997-02-08,1,5642.0000,5642
1997-02-11,1,5644.5000,5644.5
1997-02-12,1,5646.0000,5646
1997-02-13,1,5650.0000,5650
1997-02-14,1,5652.5000,5652.5
1997-02-15,1,5654.5000,5654.5
1997-02-18,1,5658.0000,5658
1997-02-19,1,5660.0000,5660
1997-02-20,1,5662.0000,5662
1997-02-21,1,5665.0000,5665
1997-02-22,1,5667.0000,5667
1997-02-25,1,5670.0000,5670
1997-02-26,1,5672.0000,5672
1997-02-27,1,5674.0000,5674
1997-02-28,1,5676.0000,5676
1997-03-01,1,5679.0000,5679
1997-03-04,1,5683.0000,5683
1997-03-05,1,5686.0000,5686
1997-03-06,1,5689.0000,5689
1997-03-07,1,5691.5000,5691.5
1997-03-08,1,5695.0000,5695
1997-03-12,1,5697.0000,5697
1997-03-13,1,5699.0000,5699
1997-03-14,1,5700.0000,5700
1997-03-15,1,5703.0000,5703
1997-03-18,1,5705.5000,5705.5
1997-03-19,1,5708.0000,5708
1997-03-20,1,5710.0000,5710
1997-03-21,1,5712.0000,5712
1997-03-22,1,5714.0000,5714
1997-03-25,1,5717.0000,5717
1997-03-26,1,5719.0000,5719
1997-03-27,1,5721.0000,5721
1997-03-28,1,5723.5000,5723.5
1997-03-29,1,5726.0000,5726
1997-04-01,1,5729.0000,5729
1997-04-02,1,5731.0000,5731
1997-04-03,1,5732.0000,5732
1997-04-04,1,5735.0000,5735
1997-04-05,1,5737.0000,5737
1997-04-08,1,5739.0000,5739
1997-04-09,1,5741.0000,5741
1997-04-10,1,5743.0000,5743
1997-04-11,1,5744.0000,5744
1997-04-12,1,5746.0000,5746
1997-04-15,1,5748.0000,5748
1997-04-16,1,5750.0000,5750
1997-04-17,1,5752.0000,5752
1997-04-18,1,5753.0000,5753
1997-04-19,1,5753.0000,5753
1997-04-22,1,5755.0000,5755
1997-04-23,1,5756.0000,5756
1997-04-24,1,5757.0000,5757
1997-04-25,1,5758.0000,5758
1997-04-26,1,5759.0000,5759
1997-04-29,1,5760.0000,5760
1997-04-30,1,5762.0000,5762
1997-05-01,1,5764.0000,5764
1997-05-06,1,5764.0000,5764
1997-05-07,1,5766.0000,5766
1997-05-08,1,5768.0000,5768
1997-05-09,1,5769.0000,5769
1997-05-13,1,5771.0000,5771
1997-05-14,1,5771.0000,5771
1997-05-15,1,5771.0000,5771
1997-05-16,1,5771.0000,5771
1997-05-17,1,5771.0000,5771
1997-05-20,1,5771.0000,5771
1997-05-21,1,5771.0000,5771
1997-05-22,1,5771.0000,5771
1997-05-23,1,5771.0000,5771
1997-05-24,1,5772.0000,5772
1997-05-27,1,5773.5000,5773.5
1997-05-28,1,5773.5000,5773.5
1997-05-29,1,5774.0000,5774
1997-05-30,1,5773.0000,5773
1997-05-31,1,5773.0000,5773
1997-06-03,1,5774.0000,5774
1997-06-04,1,5775.0000,5775
1997-06-05,1,5776.0000,5776
1997-06-06,1,5776.0000,5776
1997-06-07,1,5777.0000,5777
1997-06-10,1,5778.0000,5778
1997-06-11,1,5779.5000,5779.5
1997-06-12,1,5781.0000,5781
1997-06-14,1,5782.0000,5782
1997-06-17,1,5782.0000,5782
1997-06-18,1,5782.0000,5782
1997-06-19,1,5782.0000,5782
1997-06-20,1,5782.0000,5782
1997-06-21,1,5783.0000,5783
1997-06-24,1,5783.0000,5783
1997-06-25,1,5782.0000,5782
1997-06-26,1,5782.0000,5782
1997-06-27,1,5782.0000,5782
1997-06-28,1,5782.0000,5782
1997-07-01,1,5782.0000,5782
1997-07-02,1,5782.0000,5782
1997-07-03,1,5782.0000,5782
1997-07-04,1,5782.0000,5782
1997-07-05,1,5782.0000,5782
1997-07-08,1,5783.0000,5783
1997-07-09,1,5784.0000,5784
1997-07-10,1,5784.0000,5784
1997-07-11,1,5784.0000,5784
1997-07-12,1,5784.0000,5784
1997-07-15,1,5784.0000,5784
1997-07-16,1,5784.0000,5784
1997-07-17,1,5785.0000,5785
1997-07-18,1,5787.0000,5787
1997-07-19,1,5788.0000,5788
1997-07-22,1,5789.0000,5789
1997-07-23,1,5791.0000,5791
1997-07-24,1,5792.0000,5792
1997-07-25,1,5794.0000,5794
1997-07-26,1,5795.0000,5795
1997-07-29,1,5796.0000,5796
1997-07-30,1,5797.0000,5797
1997-07-31,1,5798.0000,5798
1997-08-01,1,5800.0000,5800
1997-08-02,1,5801.0000,5801
1997-08-05,1,5801.0000,5801
1997-08-06,1,5802.0000,5802
1997-08-07,1,5803.0000,5803
1997-08-08,1,5804.5000,5804.5
1997-08-09,1,5806.0000,5806
1997-08-12,1,5808.0000,5808
1997-08-13,1,5808.0000,5808
1997-08-14,1,5809.0000,5809
1997-08-15,1,5809.0000,5809
1997-08-16,1,5811.0000,5811
1997-08-19,1,5813.0000,5813
1997-08-20,1,5814.0000,5814
1997-08-21,1,5815.0000,5815
1997-08-22,1,5817.0000,5817
1997-08-23,1,5819.0000,5819
1997-08-26,1,5820.0000,5820
1997-08-27,1,5821.0000,5821
1997-08-28,1,5824.0000,5824
1997-08-29,1,5826.0000,5826
1997-08-30,1,5830.0000,5830
1997-09-02,1,5832.0000,5832
1997-09-03,1,5833.5000,5833.5
1997-09-04,1,5835.0000,5835
1997-09-05,1,5837.0000,5837
1997-09-06,1,5838.0000,5838
1997-09-09,1,5839.5000,5839.5
1997-09-10,1,5840.5000,5840.5
1997-09-11,1,5841.5000,5841.5
1997-09-12,1,5843.0000,5843
1997-09-13,1,5846.0000,5846
1997-09-16,1,5847.0000,5847
1997-09-17,1,5848.0000,5848
1997-09-18,1,5849.5000,5849.5
1997-09-19,1,5851.5000,5851.5
1997-09-20,1,5853.5000,5853.5
1997-09-23,1,5855.0000,5855
1997-09-24,1,5856.5000,5856.5
1997-09-25,1,5858.5000,5858.5
1997-09-26,1,5860.0000,5860
1997-09-27,1,5861.0000,5861
1997-09-30,1,5860.0000,5860
1997-10-01,1,5861.0000,5861
1997-10-02,1,5862.5000,5862.5
1997-10-03,1,5864.5000,5864.5
1997-10-04,1,5866.0000,5866
1997-10-07,1,5868.0000,5868
1997-10-08,1,5869.0000,5869
1997-10-09,1,5870.5000,5870.5
1997-10-10,1,5872.0000,5872
1997-10-11,1,5872.0000,5872
1997-10-14,1,5874.0000,5874
1997-10-15,1,5876.0000,5876
1997-10-16,1,5877.0000,5877
1997-10-17,1,5878.5000,5878.5
1997-10-18,1,5878.0000,5878
1997-10-21,1,5878.0000,5878
1997-10-22,1,5878.0000,5878
1997-10-23,1,5879.0000,5879
1997-10-24,1,5880.0000,5880
1997-10-25,1,5881.0000,5881
1997-10-28,1,5882.0000,5882
1997-10-29,1,5883.0000,5883
1997-10-30,1,5885.0000,5885
1997-10-31,1,5887.0000,5887
1997-11-01,1,5887.0000,5887
1997-11-04,1,5887.0000,5887
1997-11-05,1,5889.0000,5889
1997-11-06,1,5890.0000,5890
1997-11-07,1,5892.0000,5892
1997-11-11,1,5898.0000,5898
1997-11-12,1,5899.0000,5899
1997-11-13,1,5900.5000,5900.5
1997-11-14,1,5900.5000,5900.5
1997-11-15,1,5901.5000,5901.5
1997-11-18,1,5903.0000,5903
1997-11-19,1,5905.0000,5905
1997-11-20,1,5906.5000,5906.5
1997-11-21,1,5908.5000,5908.5
1997-11-22,1,5910.5000,5910.5
1997-11-25,1,5912.0000,5912
1997-11-26,1,5914.0000,5914
1997-11-27,1,5916.0000,5916
1997-11-28,1,5917.0000,5917
1997-11-29,1,5919.0000,5919
1997-12-02,1,5921.0000,5921
1997-12-03,1,5925.0000,5925
1997-12-04,1,5927.0000,5927
1997-12-05,1,5930.0000,5930
