date,nominal,value,vunitRate
2001-12-14,1,30.1900,30.19
2001-12-15,1,30.1800,30.18
2001-12-18,1,30.3000,30.3
2001-12-19,1,30.2800,30.28
2001-12-20,1,30.2800,30.28
2001-12-21,1,30.2600,30.26
2001-12-22,1,30.0800,30.08
2001-12-25,1,30.1200,30.12
2001-12-26,1,30.1200,30.12
2001-12-27,1,30.2100,30.21
2001-12-28,1,30.1400,30.14
2002-01-01,1,30.1372,30.1372
2002-01-04,1,30.1372,30.1372
2002-01-05,1,30.1372,30.1372
2002-01-09,1,30.1372,30.1372
2002-01-10,1,30.5753,30.5753
2002-01-11,1,30.4999,30.4999
2002-01-12,1,30.4399,30.4399
2002-01-15,1,30.4491,30.4491
2002-01-16,1,30.4751,30.4751
2002-01-17,1,30.4778,30.4778
2002-01-18,1,30.5798,30.5798
2002-01-19,1,30.5788,30.5788
2002-01-22,1,30.5788,30.5788
2002-01-23,1,30.5572,30.5572
2002-01-24,1,30.5596,30.5596
2002-01-25,1,30.5380,30.538
2002-01-26,1,30.5949,30.5949
2002-01-29,1,30.6623,30.6623
2002-01-30,1,30.6540,30.654
2002-01-31,1,30.6850,30.685
2002-02-01,1,30.6797,30.6797
2002-02-02,1,30.6827,30.6827
2002-02-05,1,30.7299,30.7299
2002-02-06,1,30.7246,30.7246
2002-02-07,1,30.7318,30.7318
2002-02-08,1,30.7236,30.7236
2002-02-09,1,30.7644,30.7644
2002-02-12,1,30.8163,30.8163
2002-02-13,1,30.8421,30.8421
2002-02-14,1,30.8438,30.8438
2002-02-15,1,30.8281,30.8281
2002-02-16,1,30.8206,30.8206
2002-02-19,1,30.8206,30.8206
2002-02-20,1,30.8949,30.8949
2002-02-21,1,30.8840,30.884
2002-02-22,1,30.8580,30.858
2002-02-23,1,30.8409,30.8409
2002-02-27,1,30.8949,30.8949
2002-02-28,1,30.9274,30.9274
2002-03-01,1,30.9404,30.9404
2002-03-02,1,30.9436,30.9436
2002-03-05,1,30.9949,30.9949
2002-03-06,1,30.9909,30.9909
2002-03-07,1,30.9946,30.9946
2002-03-08,1,30.9946,30.9946
2002-03-12,1,31.0632,31.0632
2002-03-13,1,31.0545,31.0545
2002-03-14,1,31.0758,31.0758
2002-03-15,1,31.0237,31.0237
2002-03-16,1,31.0710,31.071
2002-03-19,1,31.1119,31.1119
2002-03-20,1,31.1248,31.1248
2002-03-21,1,31.1325,31.1325
2002-03-22,1,31.1276,31.1276
2002-03-23,1,31.1168,31.1168
2002-03-26,1,31.1510,31.151
2002-03-27,1,31.1353,31.1353
2002-03-28,1,31.1147,31.1147
2002-03-29,1,31.0686,31.0686
2002-03-30,1,31.1192,31.1192
2002-04-02,1,31.1741,31.1741
2002-04-03,1,31.1733,31.1733
2002-04-04,1,31.1933,31.1933
2002-04-05,1,31.1840,31.184
2002-04-06,1,31.1820,31.182
2002-04-09,1,31.1893,31.1893
2002-04-10,1,31.1644,31.1644
2002-04-11,1,31.1679,31.1679
2002-04-12,1,31.1982,31.1982
2002-04-13,1,31.1734,31.1734
2002-04-16,1,31.1522,31.1522
2002-04-17,1,31.1498,31.1498
2002-04-18,1,31.1517,31.1517
2002-04-19,1,31.1649,31.1649
2002-04-20,1,31.1711,31.1711
2002-04-23,1,31.1516,31.1516
2002-04-24,1,31.1498,31.1498
2002-04-25,1,31.1579,31.1579
2002-04-26,1,31.1783,31.1783
2002-04-27,1,31.1977,31.1977
2002-04-28,1,31.1977,31.1977
2002-04-30,1,31.1963,31.1963
2002-05-01,1,31.1951,31.1951
2002-05-07,1,31.1967,31.1967
2002-05-08,1,31.1951,31.1951
2002-05-09,1,31.2119,31.2119
2002-05-14,1,31.2471,31.2471
2002-05-15,1,31.2453,31.2453
2002-05-16,1,31.2468,31.2468
2002-05-17,1,31.2554,31.2554
2002-05-18,1,31.2553,31.2553
2002-05-19,1,31.2553,31.2553
2002-05-21,1,31.2551,31.2551
2002-05-22,1,31.2550,31.255
2002-05-23,1,31.2652,31.2652
2002-05-24,1,31.2750,31.275
2002-05-25,1,31.2850,31.285
2002-05-28,1,31.2850,31.285
2002-05-29,1,31.3043,31.3043
2002-05-30,1,31.3071,31.3071
2002-05-31,1,31.3071,31.3071
2002-06-01,1,31.3058,31.3058
2002-06-04,1,31.3136,31.3136
2002-06-05,1,31.3272,31.3272
2002-06-06,1,31.3521,31.3521
2002-06-07,1,31.3924,31.3924
2002-06-08,1,31.3970,31.397
2002-06-11,1,31.4046,31.4046
2002-06-12,1,31.3928,31.3928
2002-06-14,1,31.3958,31.3958
2002-06-15,1,31.3965,31.3965
2002-06-18,1,31.3903,31.3903
2002-06-19,1,31.4115,31.4115
2002-06-20,1,31.4337,31.4337
2002-06-21,1,31.4370,31.437
2002-06-22,1,31.4531,31.4531
2002-06-25,1,31.4725,31.4725
2002-06-26,1,31.4758,31.4758
2002-06-27,1,31.4608,31.4608
2002-06-28,1,31.4390,31.439
2002-06-29,1,31.4471,31.4471
2002-07-02,1,31.5002,31.5002
2002-07-03,1,31.5124,31.5124
2002-07-04,1,31.5128,31.5128
2002-07-05,1,31.5128,31.5128
2002-07-06,1,31.5156,31.5156
2002-07-09,1,31.5300,31.53
2002-07-10,1,31.5533,31.5533
2002-07-11,1,31.5476,31.5476
2002-07-12,1,31.5437,31.5437
2002-07-13,1,31.5555,31.5555
2002-07-16,1,31.4948,31.4948
2002-07-17,1,31.4779,31.4779
2002-07-18,1,31.5395,31.5395
2002-07-19,1,31.5394,31.5394
2002-07-20,1,31.5332,31.5332
2002-07-23,1,31.5056,31.5056
2002-07-24,1,31.5015,31.5015
2002-07-25,1,31.5035,31.5035
2002-07-26,1,31.5333,31.5333
2002-07-27,1,31.5069,31.5069
2002-07-30,1,31.4701,31.4701
2002-07-31,1,31.4401,31.4401
2002-08-01,1,31.4568,31.4568
2002-08-02,1,31.5238,31.5238
2002-08-03,1,31.5502,31.5502
2002-08-06,1,31.5409,31.5409
2002-08-07,1,31.5324,31.5324
2002-08-08,1,31.5542,31.5542
2002-08-09,1,31.5581,31.5581
2002-08-10,1,31.5828,31.5828
2002-08-13,1,31.5612,31.5612
2002-08-14,1,31.5321,31.5321
2002-08-15,1,31.5405,31.5405
2002-08-16,1,31.5608,31.5608
2002-08-17,1,31.5668,31.5668
2002-08-20,1,31.5550,31.555
2002-08-21,1,31.5650,31.565
2002-08-22,1,31.5735,31.5735
2002-08-23,1,31.5711,31.5711
2002-08-24,1,31.5725,31.5725
2002-08-27,1,31.5803,31.5803
2002-08-28,1,31.5542,31.5542
2002-08-29,1,31.5752,31.5752
2002-08-30,1,31.5744,31.5744
2002-08-31,1,31.5673,31.5673
2002-09-03,1,31.5673,31.5673
2002-09-04,1,31.6053,31.6053
2002-09-05,1,31.6117,31.6117
2002-09-06,1,31.6113,31.6113
2002-09-07,1,31.6123,31.6123
2002-09-10,1,31.6268,31.6268
2002-09-11,1,31.6302,31.6302
2002-09-12,1,31.6409,31.6409
2002-09-13,1,31.6493,31.6493
2002-09-14,1,31.6415,31.6415
2002-09-17,1,31.6297,31.6297
2002-09-18,1,31.6244,31.6244
2002-09-19,1,31.6251,31.6251
2002-09-20,1,31.6425,31.6425
2002-09-21,1,31.6379,31.6379
2002-09-24,1,31.6325,31.6325
2002-09-25,1,31.6354,31.6354
2002-09-26,1,31.6382,31.6382
2002-09-27,1,31.6350,31.635
2002-09-28,1,31.6358,31.6358
2002-10-01,1,31.6827,31.6827
2002-10-02,1,31.6919,31.6919
2002-10-03,1,31.6982,31.6982
2002-10-04,1,31.6809,31.6809
2002-10-05,1,31.6800,31.68
2002-10-08,1,31.6795,31.6795
2002-10-09,1,31.6799,31.6799
2002-10-10,1,31.6803,31.6803
2002-10-11,1,31.6685,31.6685
2002-10-12,1,31.6703,31.6703
2002-10-15,1,31.6703,31.6703
2002-10-16,1,31.6762,31.6762
2002-10-17,1,31.6767,31.6767
2002-10-18,1,31.6761,31.6761
2002-10-19,1,31.6727,31.6727
2002-10-22,1,31.6973,31.6973
2002-10-23,1,31.7272,31.7272
2002-10-24,1,31.7159,31.7159
2002-10-25,1,31.7109,31.7109
2002-10-26,1,31.7314,31.7314
2002-10-29,1,31.7411,31.7411
2002-10-30,1,31.6977,31.6977
2002-10-31,1,31.7408,31.7408
2002-11-01,1,31.7701,31.7701
2002-11-02,1,31.7646,31.7646
2002-11-05,1,31.7744,31.7744
2002-11-06,1,31.7909,31.7909
2002-11-07,1,31.7756,31.7756
2002-11-11,1,31.7756,31.7756
2002-11-12,1,31.7756,31.7756
2002-11-13,1,31.8226,31.8226
2002-11-14,1,31.8157,31.8157
2002-11-15,1,31.8203,31.8203
2002-11-16,1,31.8225,31.8225
2002-11-19,1,31.8231,31.8231
2002-11-20,1,31.8224,31.8224
2002-11-21,1,31.8230,31.823
2002-11-22,1,31.8248,31.8248
2002-11-23,1,31.8222,31.8222
2002-11-26,1,31.8416,31.8416
2002-11-27,1,31.8382,31.8382
2002-11-28,1,31.8400,31.84
2002-11-29,1,31.8400,31.84
2002-11-30,1,31.8424,31.8424
2002-12-03,1,31.8547,31.8547
2002-12-04,1,31.8584,31.8584
2002-12-05,1,31.8596,31.8596
2002-12-06,1,31.8578,31.8578
2002-12-07,1,31.8600,31.86
2002-12-10,1,31.8597,31.8597
2002-12-11,1,31.8583,31.8583
2002-12-12,1,31.8600,31.86
2002-12-16,1,31.8600,31.86
2002-12-17,1,31.8527,31.8527
2002-12-18,1,31.8588,31.8588
2002-12-19,1,31.8574,31.8574
2002-12-20,1,31.8542,31.8542
2002-12-21,1,31.8450,31.845
2002-12-24,1,31.7966,31.7966
2002-12-25,1,31.7919,31.7919
2002-12-26,1,31.7919,31.7919
2002-12-27,1,31.7910,31.791
2002-12-28,1,31.7844,31.7844
2002-12-31,1,31.7844,31.7844
2003-01-01,1,31.7844,31.7844
2003-01-05,1,31.7844,31.7844
2003-01-06,1,31.7844,31.7844
2003-01-09,1,31.8846,31.8846
2003-01-10,1,31.8820,31.882
2003-01-11,1,31.8327,31.8327
2003-01-14,1,31.8253,31.8253
2003-01-15,1,31.8350,31.835
2003-01-16,1,31.8139,31.8139
2003-01-17,1,31.8071,31.8071
2003-01-18,1,31.8224,31.8224
2003-01-21,1,31.8224,31.8224
2003-01-22,1,31.8003,31.8003
2003-01-23,1,31.8095,31.8095
2003-01-24,1,31.8110,31.811
2003-01-25,1,31.8015,31.8015
2003-01-28,1,31.8001,31.8001
2003-01-29,1,31.8001,31.8001
2003-01-30,1,31.8000,31.8
2003-01-31,1,31.8222,31.8222
2003-02-01,1,31.8345,31.8345
2003-02-04,1,31.8517,31.8517
2003-02-05,1,31.8354,31.8354
2003-02-06,1,31.8351,31.8351
2003-02-07,1,31.8350,31.835
2003-02-08,1,31.8352,31.8352
2003-02-11,1,31.8214,31.8214
2003-02-12,1,31.7840,31.784
2003-02-13,1,31.7101,31.7101
2003-02-14,1,31.6554,31.6554
2003-02-15,1,31.6406,31.6406
2003-02-18,1,31.6406,31.6406
2003-02-19,1,31.5503,31.5503
2003-02-20,1,31.5810,31.581
2003-02-21,1,31.5501,31.5501
2003-02-22,1,31.5500,31.55
2003-02-26,1,31.5875,31.5875
2003-02-27,1,31.6065,31.6065
2003-02-28,1,31.5762,31.5762
2003-03-01,1,31.5729,31.5729
2003-03-04,1,31.5956,31.5956
2003-03-05,1,31.5809,31.5809
2003-03-06,1,31.5920,31.592
2003-03-07,1,31.5891,31.5891
2003-03-08,1,31.5619,31.5619
2003-03-12,1,31.5076,31.5076
2003-03-13,1,31.4407,31.4407
2003-03-14,1,31.3818,31.3818
2003-03-15,1,31.3820,31.382
2003-03-18,1,31.3872,31.3872
2003-03-19,1,31.4077,31.4077
2003-03-20,1,31.3976,31.3976
2003-03-21,1,31.3840,31.384
2003-03-22,1,31.3811,31.3811
2003-03-25,1,31.3803,31.3803
2003-03-26,1,31.3800,31.38
2003-03-27,1,31.3829,31.3829
2003-03-28,1,31.3800,31.38
2003-03-29,1,31.3805,31.3805
2003-04-01,1,31.3801,31.3801
2003-04-02,1,31.3175,31.3175
2003-04-03,1,31.2860,31.286
2003-04-04,1,31.2908,31.2908
2003-04-05,1,31.2818,31.2818
2003-04-08,1,31.2798,31.2798
2003-04-09,1,31.2814,31.2814
2003-04-10,1,31.2821,31.2821
2003-04-11,1,31.2829,31.2829
2003-04-12,1,31.2849,31.2849
2003-04-15,1,31.2345,31.2345
2003-04-16,1,31.1890,31.189
2003-04-17,1,31.1905,31.1905
2003-04-18,1,31.1831,31.1831
2003-04-19,1,31.1899,31.1899
2003-04-22,1,31.1022,31.1022
2003-04-23,1,31.1025,31.1025
2003-04-24,1,31.1003,31.1003
2003-04-25,1,31.1000,31.1
2003-04-26,1,31.1000,31.1
2003-04-29,1,31.1000,31.1
2003-04-30,1,31.1000,31.1
2003-05-01,1,31.1021,31.1021
2003-05-06,1,31.1105,31.1105
2003-05-07,1,31.1184,31.1184
2003-05-08,1,31.1009,31.1009
2003-05-09,1,31.1001,31.1001
2003-05-13,1,31.0076,31.0076
2003-05-14,1,30.9801,30.9801
2003-05-15,1,30.9811,30.9811
2003-05-16,1,30.9800,30.98
2003-05-17,1,30.8902,30.8902
2003-05-20,1,30.8900,30.89
2003-05-21,1,30.8900,30.89
2003-05-22,1,30.8902,30.8902
2003-05-23,1,30.8316,30.8316
2003-05-24,1,30.8316,30.8316
2003-05-27,1,30.7200,30.72
2003-05-28,1,30.7200,30.72
2003-05-29,1,30.6186,30.6186
2003-05-30,1,30.6691,30.6691
2003-05-31,1,30.7090,30.709
2003-06-03,1,30.6400,30.64
2003-06-04,1,30.7427,30.7427
2003-06-05,1,30.7599,30.7599
2003-06-06,1,30.6478,30.6478
2003-06-07,1,30.5658,30.5658
2003-06-10,1,30.4613,30.4613
2003-06-11,1,30.5589,30.5589
2003-06-12,1,30.5123,30.5123
2003-06-17,1,30.4612,30.4612
2003-06-18,1,30.3805,30.3805
2003-06-19,1,30.3800,30.38
2003-06-20,1,30.3807,30.3807
2003-06-21,1,30.3807,30.3807
2003-06-22,1,30.3205,30.3205
2003-06-24,1,30.3546,30.3546
2003-06-25,1,30.3511,30.3511
2003-06-26,1,30.3180,30.318
2003-06-27,1,30.3396,30.3396
2003-06-28,1,30.3483,30.3483
2003-07-01,1,30.3809,30.3809
2003-07-02,1,30.3267,30.3267
2003-07-03,1,30.2800,30.28
2003-07-04,1,30.2800,30.28
2003-07-05,1,30.2906,30.2906
2003-07-08,1,30.3014,30.3014
2003-07-09,1,30.3574,30.3574
2003-07-10,1,30.4178,30.4178
2003-07-11,1,30.3642,30.3642
2003-07-12,1,30.3808,30.3808
2003-07-15,1,30.4955,30.4955
2003-07-16,1,30.5349,30.5349
2003-07-17,1,30.5175,30.5175
2003-07-18,1,30.4891,30.4891
2003-07-19,1,30.4316,30.4316
2003-07-22,1,30.3647,30.3647
2003-07-23,1,30.2976,30.2976
2003-07-24,1,30.3469,30.3469
2003-07-25,1,30.3557,30.3557
2003-07-26,1,30.3220,30.322
2003-07-29,1,30.2467,30.2467
2003-07-30,1,30.2450,30.245
2003-07-31,1,30.2596,30.2596
2003-08-01,1,30.2791,30.2791
2003-08-02,1,30.3031,30.3031
2003-08-05,1,30.3320,30.332
2003-08-06,1,30.2813,30.2813
2003-08-07,1,30.2979,30.2979
2003-08-08,1,30.3359,30.3359
2003-08-09,1,30.3977,30.3977
2003-08-12,1,30.3764,30.3764
2003-08-13,1,30.3524,30.3524
2003-08-14,1,30.3832,30.3832
2003-08-15,1,30.3287,30.3287
2003-08-16,1,30.3532,30.3532
2003-08-19,1,30.3246,30.3246
2003-08-20,1,30.3258,30.3258
2003-08-21,1,30.3110,30.311
2003-08-22,1,30.3251,30.3251
2003-08-23,1,30.3100,30.31
2003-08-26,1,30.3014,30.3014
2003-08-27,1,30.3610,30.361
2003-08-28,1,30.3916,30.3916
2003-08-29,1,30.5036,30.5036
2003-08-30,1,30.5036,30.5036
2003-09-02,1,30.5458,30.5458
2003-09-03,1,30.5547,30.5547
2003-09-04,1,30.6040,30.604
2003-09-05,1,30.6396,30.6396
2003-09-06,1,30.6844,30.6844
2003-09-09,1,30.7013,30.7013
2003-09-10,1,30.6407,30.6407
2003-09-11,1,30.6307,30.6307
2003-09-12,1,30.6565,30.6565
2003-09-13,1,30.6590,30.659
2003-09-16,1,30.7007,30.7007
2003-09-17,1,30.7007,30.7007
2003-09-18,1,30.6800,30.68
2003-09-19,1,30.5877,30.5877
2003-09-20,1,30.5600,30.56
2003-09-23,1,30.4909,30.4909
2003-09-24,1,30.4998,30.4998
2003-09-25,1,30.4510,30.451
2003-09-26,1,30.4721,30.4721
2003-09-27,1,30.4998,30.4998
2003-09-30,1,30.6119,30.6119
2003-10-01,1,30.6142,30.6142
2003-10-02,1,30.5693,30.5693
2003-10-03,1,30.4676,30.4676
2003-10-04,1,30.4382,30.4382
2003-10-07,1,30.4604,30.4604
2003-10-08,1,30.3819,30.3819
2003-10-09,1,30.3773,30.3773
2003-10-10,1,30.2350,30.235
2003-10-11,1,30.2350,30.235
2003-10-14,1,30.0552,30.0552
2003-10-15,1,30.2348,30.2348
2003-10-16,1,30.1235,30.1235
2003-10-17,1,30.1254,30.1254
2003-10-18,1,30.0741,30.0741
2003-10-21,1,30.0179,30.0179
2003-10-22,1,29.9319,29.9319
2003-10-23,1,29.9206,29.9206
2003-10-24,1,29.9150,29.915
2003-10-25,1,29.9156,29.9156
2003-10-28,1,30.0847,30.0847
2003-10-29,1,29.9335,29.9335
2003-10-30,1,29.8189,29.8189
2003-10-31,1,29.8584,29.8584
2003-11-01,1,29.9451,29.9451
2003-11-04,1,29.9441,29.9441
2003-11-05,1,29.8608,29.8608
2003-11-06,1,29.8124,29.8124
2003-11-07,1,29.8113,29.8113
2003-11-11,1,29.8113,29.8113
2003-11-12,1,29.8040,29.804
2003-11-13,1,29.8104,29.8104
2003-11-14,1,29.8590,29.859
2003-11-15,1,29.8186,29.8186
2003-11-18,1,29.7972,29.7972
2003-11-19,1,29.8004,29.8004
2003-11-20,1,29.7952,29.7952
2003-11-21,1,29.8084,29.8084
2003-11-22,1,29.7979,29.7979
2003-11-25,1,29.7356,29.7356
2003-11-26,1,29.7360,29.736
2003-11-27,1,29.7360,29.736
2003-11-28,1,29.7369,29.7369
2003-11-29,1,29.7387,29.7387
2003-12-02,1,29.7038,29.7038
2003-12-03,1,29.6995,29.6995
2003-12-04,1,29.6950,29.695
2003-12-05,1,29.6953,29.6953
2003-12-06,1,29.6322,29.6322
2003-12-09,1,29.5502,29.5502
2003-12-10,1,29.5529,29.5529
2003-12-11,1,29.5375,29.5375
2003-12-12,1,29.4394,29.4394
2003-12-16,1,29.3861,29.3861
2003-12-17,1,29.3040,29.304
2003-12-18,1,29.2522,29.2522
2003-12-19,1,29.2454,29.2454
2003-12-20,1,29.2450,29.245
2003-12-23,1,29.2719,29.2719
2003-12-24,1,29.2450,29.245
2003-12-25,1,29.2450,29.245
2003-12-26,1,29.2450,29.245
2003-12-27,1,29.2533,29.2533
2003-12-30,1,29.4545,29.4545
2003-12-31,1,29.4545,29.4545
2004-01-01,1,29.4545,29.4545
2004-01-06,1,29.4545,29.4545
2004-01-07,1,29.2450,29.245
2004-01-09,1,29.1350,29.135
2004-01-10,1,28.9918,28.9918
2004-01-13,1,28.8711,28.8711
2004-01-14,1,28.8841,28.8841
2004-01-15,1,28.8691,28.8691
2004-01-16,1,28.8795,28.8795
2004-01-17,1,28.8795,28.8795
2004-01-20,1,28.7961,28.7961
2004-01-21,1,28.7853,28.7853
2004-01-22,1,28.8026,28.8026
2004-01-23,1,28.6959,28.6959
2004-01-24,1,28.5514,28.5514
2004-01-27,1,28.4963,28.4963
2004-01-28,1,28.5139,28.5139
2004-01-29,1,28.4850,28.485
2004-01-30,1,28.4916,28.4916
2004-01-31,1,28.4937,28.4937
2004-02-03,1,28.5252,28.5252
2004-02-04,1,28.6205,28.6205
2004-02-05,1,28.5281,28.5281
2004-02-06,1,28.4906,28.4906
2004-02-07,1,28.5744,28.5744
2004-02-10,1,28.4939,28.4939
2004-02-11,1,28.5048,28.5048
2004-02-12,1,28.5312,28.5312
2004-02-13,1,28.5180,28.518
2004-02-14,1,28.5180,28.518
2004-02-17,1,28.4949,28.4949
2004-02-18,1,28.4878,28.4878
2004-02-19,1,28.4851,28.4851
2004-02-20,1,28.4959,28.4959
2004-02-21,1,28.4934,28.4934
2004-02-25,1,28.4931,28.4931
2004-02-26,1,28.4973,28.4973
2004-02-27,1,28.5110,28.511
2004-02-28,1,28.5156,28.5156
2004-03-02,1,28.5162,28.5162
2004-03-03,1,28.5321,28.5321
2004-03-04,1,28.5895,28.5895
2004-03-05,1,28.6654,28.6654
2004-03-06,1,28.6343,28.6343
2004-03-10,1,28.5216,28.5216
2004-03-11,1,28.5733,28.5733
2004-03-12,1,28.5726,28.5726
2004-03-13,1,28.5083,28.5083
2004-03-16,1,28.5064,28.5064
2004-03-17,1,28.5121,28.5121
2004-03-18,1,28.5340,28.534
2004-03-19,1,28.5005,28.5005
2004-03-20,1,28.5045,28.5045
2004-03-23,1,28.5121,28.5121
2004-03-24,1,28.4855,28.4855
2004-03-25,1,28.4852,28.4852
2004-03-26,1,28.4979,28.4979
2004-03-27,1,28.4891,28.4891
2004-03-30,1,28.4886,28.4886
2004-03-31,1,28.4853,28.4853
2004-04-01,1,28.5151,28.5151
2004-04-02,1,28.5024,28.5024
2004-04-03,1,28.5095,28.5095
2004-04-06,1,28.5385,28.5385
2004-04-07,1,28.5410,28.541
2004-04-08,1,28.5296,28.5296
2004-04-09,1,28.5172,28.5172
2004-04-10,1,28.5065,28.5065
2004-04-13,1,28.5535,28.5535
2004-04-14,1,28.5892,28.5892
2004-04-15,1,28.6221,28.6221
2004-04-16,1,28.6104,28.6104
2004-04-17,1,28.6223,28.6223
2004-04-20,1,28.6693,28.6693
2004-04-21,1,28.7662,28.7662
2004-04-22,1,28.9237,28.9237
2004-04-23,1,28.9800,28.98
2004-04-24,1,28.9671,28.9671
2004-04-27,1,29.0033,29.0033
2004-04-28,1,28.8700,28.87
2004-04-29,1,28.8636,28.8636
2004-04-30,1,28.8834,28.8834
2004-05-01,1,28.9612,28.9612
2004-05-06,1,28.8976,28.8976
2004-05-07,1,28.8730,28.873
2004-05-08,1,28.9530,28.953
2004-05-12,1,28.9862,28.9862
2004-05-13,1,29.0587,29.0587
2004-05-14,1,29.0772,29.0772
2004-05-15,1,29.0684,29.0684
2004-05-18,1,29.0436,29.0436
2004-05-19,1,28.9983,28.9983
2004-05-20,1,28.9924,28.9924
2004-05-21,1,28.9904,28.9904
2004-05-22,1,28.9863,28.9863
2004-05-25,1,28.9916,28.9916
2004-05-26,1,28.9763,28.9763
2004-05-27,1,28.9817,28.9817
2004-05-28,1,28.9850,28.985
2004-05-29,1,28.9850,28.985
2004-06-01,1,28.9993,28.9993
2004-06-02,1,29.0053,29.0053
2004-06-03,1,29.0511,29.0511
2004-06-04,1,29.0859,29.0859
2004-06-05,1,29.0658,29.0658
2004-06-08,1,29.0346,29.0346
2004-06-09,1,29.0219,29.0219
2004-06-10,1,29.0337,29.0337
2004-06-11,1,29.0424,29.0424
2004-06-12,1,29.0287,29.0287
2004-06-16,1,29.0200,29.02
2004-06-17,1,29.0199,29.0199
2004-06-18,1,29.0290,29.029
2004-06-19,1,29.0257,29.0257
2004-06-22,1,29.0170,29.017
2004-06-23,1,29.0206,29.0206
2004-06-24,1,29.0243,29.0243
2004-06-25,1,29.0218,29.0218
2004-06-26,1,29.0256,29.0256
2004-06-29,1,29.0242,29.0242
2004-06-30,1,29.0274,29.0274
2004-07-01,1,29.0471,29.0471
2004-07-02,1,29.0388,29.0388
2004-07-03,1,29.0409,29.0409
2004-07-06,1,29.0356,29.0356
2004-07-07,1,29.0402,29.0402
2004-07-08,1,29.0639,29.0639
2004-07-09,1,29.1019,29.1019
2004-07-10,1,29.1100,29.11
2004-07-13,1,29.1332,29.1332
2004-07-14,1,29.1248,29.1248
2004-07-15,1,29.1037,29.1037
2004-07-16,1,29.0770,29.077
2004-07-17,1,29.0908,29.0908
2004-07-20,1,29.0805,29.0805
2004-07-21,1,29.0815,29.0815
2004-07-22,1,29.0882,29.0882
2004-07-23,1,29.0891,29.0891
2004-07-24,1,29.0830,29.083
2004-07-27,1,29.0928,29.0928
2004-07-28,1,29.0832,29.0832
2004-07-29,1,29.0871,29.0871
2004-07-30,1,29.0891,29.0891
2004-07-31,1,29.1019,29.1019
2004-08-03,1,29.1405,29.1405
2004-08-04,1,29.1829,29.1829
2004-08-05,1,29.1764,29.1764
2004-08-06,1,29.1761,29.1761
2004-08-07,1,29.1907,29.1907
2004-08-10,1,29.2491,29.2491
2004-08-11,1,29.2381,29.2381
2004-08-12,1,29.2519,29.2519
2004-08-13,1,29.2760,29.276
2004-08-14,1,29.2579,29.2579
2004-08-17,1,29.2229,29.2229
2004-08-18,1,29.2152,29.2152
2004-08-19,1,29.2176,29.2176
2004-08-20,1,29.2325,29.2325
2004-08-21,1,29.2199,29.2199
2004-08-24,1,29.2178,29.2178
2004-08-25,1,29.2208,29.2208
2004-08-26,1,29.2225,29.2225
2004-08-27,1,29.2226,29.2226
2004-08-28,1,29.2289,29.2289
2004-08-31,1,29.2447,29.2447
2004-09-01,1,29.2591,29.2591
2004-09-02,1,29.2552,29.2552
2004-09-03,1,29.2322,29.2322
2004-09-04,1,29.2307,29.2307
2004-09-07,1,29.2183,29.2183
2004-09-08,1,29.2187,29.2187
2004-09-09,1,29.2239,29.2239
2004-09-10,1,29.2173,29.2173
2004-09-11,1,29.2166,29.2166
2004-09-14,1,29.2151,29.2151
2004-09-15,1,29.2162,29.2162
2004-09-16,1,29.2151,29.2151
2004-09-17,1,29.2187,29.2187
2004-09-18,1,29.2214,29.2214
2004-09-21,1,29.2154,29.2154
2004-09-22,1,29.2165,29.2165
2004-09-23,1,29.2172,29.2172
2004-09-24,1,29.2146,29.2146
2004-09-25,1,29.2151,29.2151
2004-09-28,1,29.2164,29.2164
2004-09-29,1,29.2150,29.215
2004-09-30,1,29.2171,29.2171
2004-10-01,1,29.2224,29.2224
2004-10-02,1,29.2175,29.2175
2004-10-05,1,29.2159,29.2159
2004-10-06,1,29.2190,29.219
2004-10-07,1,29.2215,29.2215
2004-10-08,1,29.2204,29.2204
2004-10-09,1,29.2218,29.2218
2004-10-12,1,29.1272,29.1272
2004-10-13,1,29.1152,29.1152
2004-10-14,1,29.1199,29.1199
2004-10-15,1,29.1154,29.1154
2004-10-16,1,29.1151,29.1151
2004-10-19,1,29.1191,29.1191
2004-10-20,1,29.1175,29.1175
2004-10-21,1,29.1150,29.115
2004-10-22,1,29.1154,29.1154
2004-10-23,1,28.9989,28.9989
2004-10-26,1,28.8673,28.8673
2004-10-27,1,28.7709,28.7709
2004-10-28,1,28.7674,28.7674
2004-10-29,1,28.7783,28.7783
2004-10-30,1,28.7655,28.7655
2004-11-02,1,28.7651,28.7651
2004-11-03,1,28.7778,28.7778
2004-11-04,1,28.7811,28.7811
2004-11-05,1,28.7650,28.765
2004-11-06,1,28.6680,28.668
2004-11-10,1,28.6502,28.6502
2004-11-11,1,28.6718,28.6718
2004-11-12,1,28.6889,28.6889
2004-11-13,1,28.6651,28.6651
2004-11-16,1,28.6696,28.6696
2004-11-17,1,28.6882,28.6882
2004-11-18,1,28.6687,28.6687
2004-11-19,1,28.5387,28.5387
2004-11-20,1,28.5455,28.5455
2004-11-23,1,28.5208,28.5208
2004-11-24,1,28.5217,28.5217
2004-11-25,1,28.4144,28.4144
2004-11-26,1,28.3205,28.3205
2004-11-27,1,28.2659,28.2659
2004-11-30,1,28.2367,28.2367
2004-12-01,1,28.1496,28.1496
2004-12-02,1,28.0161,28.0161
